result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,ingestion_date
23674,983,154,210,8,16,13,13,13,0.0,55,\N,"",49,8,1:35.796,208.305,2023-08-19T22:50:32.175+05:30
23675,983,842,5,10,15,14,14,14,0.0,55,\N,"",45,16,1:37.170,205.359,2023-08-19T22:50:32.175+05:30
23676,983,835,4,30,12,15,15,15,0.0,55,\N,"",45,17,1:37.186,205.325,2023-08-19T22:50:32.175+05:30
23677,983,807,4,27,8,16,16,16,0.0,55,\N,"",52,2,1:34.266,211.686,2023-08-19T22:50:32.175+05:30
23678,983,836,15,94,18,17,17,17,0.0,55,\N,"",53,10,1:36.395,207.01,2023-08-19T22:50:32.175+05:30
23679,983,828,15,9,19,18,18,18,0.0,54,\N,"",54,13,1:36.630,206.507,2023-08-19T22:50:32.175+05:30
23680,983,832,5,55,14,"",R,19,0.0,29,\N,"",27,19,1:38.123,203.365,2023-08-19T22:50:32.175+05:30
23681,983,8,6,7,0,"",R,20,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23682,984,1,131,44,1,1,1,1,25.0,53,1:27:31.194,5251194,43,6,1:33.780,222.917,2023-08-19T22:50:32.175+05:30
23683,984,830,9,33,4,2,2,2,18.0,53,+1.211,5252405,51,5,1:33.730,223.036,2023-08-19T22:50:32.175+05:30
23684,984,817,9,3,3,3,3,3,15.0,53,+9.679,5260873,52,3,1:33.694,223.122,2023-08-19T22:50:32.175+05:30
23685,984,822,131,77,6,4,4,4,12.0,53,+10.580,5261774,50,1,1:33.144,224.439,2023-08-19T22:50:32.175+05:30
23686,984,8,6,7,10,5,5,5,10.0,53,+32.622,5283816,50,2,1:33.175,224.364,2023-08-19T22:50:32.175+05:30
23687,984,839,10,31,5,6,6,6,8.0,53,+1:07.788,5318982,50,11,1:34.843,220.419,2023-08-19T22:50:32.175+05:30
23688,984,815,10,11,7,7,7,7,6.0,53,+1:11.424,5322618,23,10,1:34.744,220.649,2023-08-19T22:50:32.175+05:30
23689,984,825,210,20,12,8,8,8,4.0,53,+1:28.953,5340147,50,13,1:35.338,219.274,2023-08-19T22:50:32.175+05:30
23690,984,154,210,8,13,9,9,9,2.0,53,+1:29.883,5341077,50,14,1:35.347,219.253,2023-08-19T22:50:32.175+05:30
23691,984,13,3,19,8,10,10,10,1.0,52,\N,"",50,16,1:35.943,217.891,2023-08-19T22:50:32.175+05:30
23692,984,4,1,14,20,11,11,11,0.0,52,\N,"",45,12,1:35.111,219.797,2023-08-19T22:50:32.175+05:30
23693,984,835,4,30,18,12,12,12,0.0,52,\N,"",50,7,1:34.095,222.171,2023-08-19T22:50:32.175+05:30
23694,984,842,5,10,14,13,13,13,0.0,52,\N,"",45,8,1:34.533,221.141,2023-08-19T22:50:32.175+05:30
23695,984,838,1,2,9,14,14,14,0.0,52,\N,"",49,4,1:33.724,223.05,2023-08-19T22:50:32.175+05:30
23696,984,836,15,94,17,15,15,15,0.0,51,\N,"",27,17,1:36.430,216.791,2023-08-19T22:50:32.175+05:30
23697,984,840,3,18,15,"",R,16,0.0,45,\N,"",37,9,1:34.548,221.106,2023-08-19T22:50:32.175+05:30
23698,984,807,4,27,11,"",R,17,0.0,40,\N,"",28,15,1:35.883,218.028,2023-08-19T22:50:32.175+05:30
23699,984,828,15,9,16,"",R,18,0.0,7,\N,"",7,18,1:38.596,212.028,2023-08-19T22:50:32.175+05:30
23700,984,20,6,5,2,"",R,19,0.0,4,\N,"",2,19,2:06.457,165.314,2023-08-19T22:50:32.175+05:30
23701,984,832,5,55,19,"",R,20,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23702,985,1,131,44,1,1,1,1,25.0,56,1:33:50.991,5630991,48,5,1:38.776,200.927,2023-08-19T22:50:32.175+05:30
23703,985,20,6,5,2,2,2,2,18.0,56,+10.143,5641134,51,1,1:37.766,203.003,2023-08-19T22:50:32.175+05:30
23704,985,8,6,7,5,3,3,3,15.0,56,+15.779,5646770,42,6,1:38.809,200.86,2023-08-19T22:50:32.175+05:30
23705,985,830,9,33,16,4,4,4,12.0,56,+16.768,5647759,39,4,1:38.060,202.394,2023-08-19T22:50:32.175+05:30
23706,985,822,131,77,3,5,5,5,10.0,56,+34.967,5665958,54,2,1:37.767,203.001,2023-08-19T22:50:32.175+05:30
23707,985,839,10,31,6,6,6,6,8.0,56,+1:30.980,5721971,53,13,1:40.499,197.482,2023-08-19T22:50:32.175+05:30
23708,985,832,4,55,7,7,7,7,6.0,56,+1:32.944,5723935,43,12,1:40.462,197.555,2023-08-19T22:50:32.175+05:30
23709,985,815,10,11,9,8,8,8,4.0,55,\N,"",14,14,1:40.851,196.793,2023-08-19T22:50:32.175+05:30
23710,985,13,3,19,10,9,9,9,2.0,55,\N,"",36,10,1:40.131,198.208,2023-08-19T22:50:32.175+05:30
23711,985,826,5,26,11,10,10,10,1.0,55,\N,"",19,15,1:40.971,196.559,2023-08-19T22:50:32.175+05:30
23712,985,840,3,18,15,11,11,11,0.0,55,\N,"",38,7,1:39.666,199.133,2023-08-19T22:50:32.175+05:30
23713,985,838,1,2,20,12,12,12,0.0,55,\N,"",27,11,1:40.349,197.777,2023-08-19T22:50:32.175+05:30
23714,985,843,5,39,19,13,13,13,0.0,55,\N,"",47,8,1:39.979,198.509,2023-08-19T22:50:32.175+05:30
23715,985,154,210,8,12,14,14,14,0.0,55,\N,"",36,17,1:41.259,196.0,2023-08-19T22:50:32.175+05:30
23716,985,828,15,9,13,15,15,15,0.0,55,\N,"",42,16,1:41.041,196.423,2023-08-19T22:50:32.175+05:30
23717,985,825,210,20,17,16,16,16,0.0,55,\N,"",51,3,1:37.893,202.739,2023-08-19T22:50:32.175+05:30
23718,985,4,1,14,8,"",R,17,0.0,24,\N,"",21,18,1:41.537,195.463,2023-08-19T22:50:32.175+05:30
23719,985,817,9,3,4,"",R,18,0.0,14,\N,"",14,9,1:40.102,198.265,2023-08-19T22:50:32.175+05:30
23720,985,836,15,94,14,"",R,19,0.0,5,\N,"",2,20,1:47.073,185.357,2023-08-19T22:50:32.175+05:30
23721,985,807,4,27,18,"",R,20,0.0,3,\N,"",2,19,1:44.270,190.34,2023-08-19T22:50:32.175+05:30
23722,986,830,9,33,2,1,1,1,25.0,71,1:36:26.552,5786552,65,2,1:18.892,196.4,2023-08-19T22:50:32.175+05:30
23723,986,822,131,77,4,2,2,2,18.0,71,+19.678,5806230,70,3,1:19.374,195.207,2023-08-19T22:50:32.175+05:30
23724,986,8,6,7,5,3,3,3,15.0,71,+54.007,5840559,59,6,1:20.054,193.549,2023-08-19T22:50:32.175+05:30
23725,986,20,6,5,1,4,4,4,12.0,71,+1:10.078,5856630,68,1,1:18.785,196.666,2023-08-19T22:50:32.175+05:30
23726,986,839,10,31,6,5,5,5,10.0,70,\N,"",67,9,1:20.946,191.416,2023-08-19T22:50:32.175+05:30
23727,986,840,3,18,11,6,6,6,8.0,70,\N,"",53,12,1:21.062,191.142,2023-08-19T22:50:32.175+05:30
23728,986,815,10,11,9,7,7,7,6.0,70,\N,"",54,4,1:19.929,193.852,2023-08-19T22:50:32.175+05:30
23729,986,825,210,20,14,8,8,8,4.0,70,\N,"",68,14,1:21.214,190.784,2023-08-19T22:50:32.175+05:30
23730,986,1,131,44,3,9,9,9,2.0,70,\N,"",69,5,1:19.945,193.813,2023-08-19T22:50:32.175+05:30
23731,986,4,1,14,18,10,10,10,1.0,70,\N,"",50,11,1:21.014,191.255,2023-08-19T22:50:32.175+05:30
23732,986,13,3,19,10,11,11,11,0.0,70,\N,"",55,13,1:21.136,190.968,2023-08-19T22:50:32.175+05:30
23733,986,838,1,2,19,12,12,12,0.0,70,\N,"",66,10,1:20.972,191.355,2023-08-19T22:50:32.175+05:30
23734,986,842,5,10,20,13,13,13,0.0,70,\N,"",70,8,1:20.859,191.622,2023-08-19T22:50:32.175+05:30
23735,986,836,15,94,13,14,14,14,0.0,69,\N,"",56,16,1:21.638,189.793,2023-08-19T22:50:32.175+05:30
23736,986,154,210,8,15,15,15,15,0.0,69,\N,"",64,7,1:20.345,192.848,2023-08-19T22:50:32.175+05:30
23737,986,832,4,55,8,"",R,16,0.0,59,\N,"",34,15,1:21.360,190.442,2023-08-19T22:50:32.175+05:30
23738,986,828,15,9,12,"",R,17,0.0,55,\N,"",54,17,1:21.686,189.682,2023-08-19T22:50:32.175+05:30
23739,986,843,5,28,17,"",R,18,0.0,30,\N,"",28,19,1:22.572,187.647,2023-08-19T22:50:32.175+05:30
23740,986,807,4,27,7,"",R,19,0.0,24,\N,"",18,18,1:21.691,189.67,2023-08-19T22:50:32.175+05:30
23741,986,817,9,3,16,"",R,20,0.0,5,\N,"",4,20,1:22.789,187.155,2023-08-19T22:50:32.175+05:30
23742,987,20,6,5,2,1,1,1,25.0,71,1:31:26.262,5486262,63,7,1:12.539,213.849,2023-08-19T22:50:32.175+05:30
23743,987,822,131,77,1,2,2,2,18.0,71,+2.762,5489024,58,5,1:12.466,214.064,2023-08-19T22:50:32.175+05:30
23744,987,8,6,7,3,3,3,3,15.0,71,+4.600,5490862,61,6,1:12.492,213.987,2023-08-19T22:50:32.175+05:30
23745,987,1,131,44,20,4,4,4,12.0,71,+5.468,5491730,63,2,1:11.845,215.914,2023-08-19T22:50:32.175+05:30
23746,987,830,9,33,4,5,5,5,10.0,71,+32.940,5519202,64,1,1:11.044,218.349,2023-08-19T22:50:32.175+05:30
23747,987,817,9,3,14,6,6,6,8.0,71,+48.691,5534953,71,4,1:12.029,215.363,2023-08-19T22:50:32.175+05:30
23748,987,13,3,19,9,7,7,7,6.0,71,+1:08.882,5555144,60,11,1:13.452,211.19,2023-08-19T22:50:32.175+05:30
23749,987,4,1,14,6,8,8,8,4.0,71,+1:09.363,5555625,57,10,1:13.451,211.193,2023-08-19T22:50:32.175+05:30
23750,987,815,10,11,5,9,9,9,2.0,71,+1:09.500,5555762,61,8,1:13.052,212.347,2023-08-19T22:50:32.175+05:30
23751,987,807,4,27,7,10,10,10,1.0,70,\N,"",57,15,1:13.758,210.314,2023-08-19T22:50:32.175+05:30
23752,987,832,4,55,8,11,11,11,0.0,70,\N,"",67,13,1:13.625,210.694,2023-08-19T22:50:32.175+05:30
23753,987,842,5,10,19,12,12,12,0.0,70,\N,"",61,9,1:13.323,211.562,2023-08-19T22:50:32.175+05:30
23754,987,828,15,9,17,13,13,13,0.0,70,\N,"",70,14,1:13.666,210.577,2023-08-19T22:50:32.175+05:30
23755,987,836,15,94,15,14,14,14,0.0,70,\N,"",60,17,1:14.812,207.351,2023-08-19T22:50:32.175+05:30
23756,987,154,210,8,11,15,15,15,0.0,69,\N,"",66,12,1:13.532,210.961,2023-08-19T22:50:32.175+05:30
23757,987,840,3,18,16,16,16,16,0.0,69,\N,"",69,3,1:11.862,215.863,2023-08-19T22:50:32.175+05:30
23758,987,843,5,28,18,"",R,17,0.0,40,\N,"",29,16,1:14.658,207.779,2023-08-19T22:50:32.175+05:30
23759,987,839,10,31,10,"",R,18,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23760,987,838,1,2,12,"",R,19,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23761,987,825,210,20,13,"",R,20,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23762,988,822,131,77,1,1,1,1,25.0,55,1:34:14.062,5654062,52,1,1:40.650,198.652,2023-08-19T22:50:32.175+05:30
23763,988,1,131,44,2,2,2,2,18.0,55,+3.899,5657961,51,3,1:41.473,197.041,2023-08-19T22:50:32.175+05:30
23764,988,20,6,5,3,3,3,3,15.0,55,+19.330,5673392,5,2,1:40.770,198.416,2023-08-19T22:50:32.175+05:30
23765,988,8,6,7,5,4,4,4,12.0,55,+45.386,5699448,53,7,1:42.338,195.376,2023-08-19T22:50:32.175+05:30
23766,988,830,9,33,6,5,5,5,10.0,55,+46.269,5700331,43,5,1:42.028,195.969,2023-08-19T22:50:32.175+05:30
23767,988,807,4,27,7,6,6,6,8.0,55,+1:25.713,5739775,53,8,1:42.376,195.303,2023-08-19T22:50:32.175+05:30
23768,988,815,10,11,8,7,7,7,6.0,55,+1:32.062,5746124,52,11,1:42.689,194.708,2023-08-19T22:50:32.175+05:30
23769,988,839,10,31,9,8,8,8,4.0,55,+1:38.911,5752973,47,10,1:42.609,194.86,2023-08-19T22:50:32.175+05:30
23770,988,4,1,14,11,9,9,9,2.0,54,\N,"",26,4,1:43.378,193.41,2023-08-19T22:50:32.175+05:30
23771,988,13,3,19,10,10,10,10,1.0,54,\N,"",45,13,1:43.026,194.071,2023-08-19T22:50:32.175+05:30
23772,988,154,210,8,16,11,11,11,0.0,54,\N,"",51,9,1:42.437,195.187,2023-08-19T22:50:32.175+05:30
23773,988,838,1,2,13,12,12,12,0.0,54,\N,"",50,20,1:43.986,192.279,2023-08-19T22:50:32.175+05:30
23774,988,825,210,20,14,13,13,13,0.0,54,\N,"",50,19,1:43.928,192.387,2023-08-19T22:50:32.175+05:30
23775,988,836,15,94,18,14,14,14,0.0,54,\N,"",50,17,1:43.867,192.5,2023-08-19T22:50:32.175+05:30
23776,988,843,5,28,20,15,15,15,0.0,54,\N,"",52,18,1:43.897,192.444,2023-08-19T22:50:32.175+05:30
23777,988,842,5,10,17,16,16,16,0.0,54,\N,"",33,16,1:43.844,192.542,2023-08-19T22:50:32.175+05:30
23778,988,828,15,9,19,17,17,17,0.0,54,\N,"",36,15,1:43.567,193.057,2023-08-19T22:50:32.175+05:30
23779,988,840,3,18,15,18,18,18,0.0,54,\N,"",52,6,1:42.324,195.402,2023-08-19T22:50:32.175+05:30
23780,988,832,4,55,12,"",R,19,0.0,31,\N,"",26,14,1:43.378,193.41,2023-08-19T22:50:32.175+05:30
23781,988,817,9,3,4,"",R,20,0.0,20,\N,"",13,12,1:42.757,194.579,2023-08-19T22:50:32.175+05:30
23782,989,20,6,5,3,1,1,1,25.0,58,1:29:33.283,5373283,53,4,1:26.469,220.782,2023-08-19T22:50:32.175+05:30
23783,989,1,131,44,1,2,2,2,18.0,58,+5.036,5378319,50,3,1:26.444,220.845,2023-08-19T22:50:32.175+05:30
23784,989,8,6,7,2,3,3,3,15.0,58,+6.309,5379592,57,2,1:26.373,221.027,2023-08-19T22:50:32.175+05:30
23785,989,817,9,3,8,4,4,4,12.0,58,+7.069,5380352,54,1,1:25.945,222.128,2023-08-19T22:50:32.175+05:30
23786,989,4,1,14,10,5,5,5,10.0,58,+27.886,5401169,57,7,1:26.978,219.489,2023-08-19T22:50:32.175+05:30
23787,989,830,9,33,4,6,6,6,8.0,58,+28.945,5402228,54,5,1:26.880,219.737,2023-08-19T22:50:32.175+05:30
23788,989,807,4,27,7,7,7,7,6.0,58,+32.671,5405954,57,9,1:27.081,219.23,2023-08-19T22:50:32.175+05:30
23789,989,822,131,77,15,8,8,8,4.0,58,+34.339,5407622,54,8,1:27.019,219.386,2023-08-19T22:50:32.175+05:30
23790,989,838,1,2,11,9,9,9,2.0,58,+34.921,5408204,57,6,1:26.958,219.54,2023-08-19T22:50:32.175+05:30
23791,989,832,4,55,9,10,10,10,1.0,58,+45.722,5419005,51,12,1:27.944,217.079,2023-08-19T22:50:32.175+05:30
23792,989,815,10,11,12,11,11,11,0.0,58,+46.817,5420100,51,11,1:27.633,217.849,2023-08-19T22:50:32.175+05:30
23793,989,839,10,31,14,12,12,12,0.0,58,+1:00.278,5433561,57,10,1:27.600,217.931,2023-08-19T22:50:32.175+05:30
23794,989,844,15,16,18,13,13,13,0.0,58,+1:15.759,5449042,56,15,1:28.759,215.085,2023-08-19T22:50:32.175+05:30
23795,989,840,3,18,13,14,14,14,0.0,58,+1:18.288,5451571,55,14,1:28.511,215.688,2023-08-19T22:50:32.175+05:30
23796,989,843,5,28,16,15,15,15,0.0,57,\N,"",57,13,1:28.176,216.507,2023-08-19T22:50:32.175+05:30
23797,989,154,210,8,6,"",R,16,0.0,24,\N,"",23,16,1:28.805,214.974,2023-08-19T22:50:32.175+05:30
23798,989,825,210,20,5,"",R,17,0.0,22,\N,"",21,17,1:29.534,213.224,2023-08-19T22:50:32.175+05:30
23799,989,842,5,10,20,"",R,18,0.0,13,\N,"",13,18,1:30.649,210.601,2023-08-19T22:50:32.175+05:30
23800,989,828,15,9,17,"",R,19,0.0,5,\N,"",4,19,1:32.210,207.036,2023-08-19T22:50:32.175+05:30
23801,989,845,3,35,19,"",R,20,0.0,4,\N,"",3,20,1:32.573,206.224,2023-08-19T22:50:32.175+05:30
23802,990,20,6,5,1,1,1,1,25.0,57,1:32:01.940,5521940,21,7,1:34.453,206.274,2023-08-19T22:50:32.175+05:30
23803,990,822,131,77,3,2,2,2,18.0,57,+0.699,5522639,22,1,1:33.740,207.842,2023-08-19T22:50:32.175+05:30
23804,990,1,131,44,9,3,3,3,15.0,57,+6.512,5528452,51,2,1:33.953,207.371,2023-08-19T22:50:32.175+05:30
23805,990,842,5,10,5,4,4,4,12.0,57,+1:02.234,5584174,46,11,1:34.863,205.382,2023-08-19T22:50:32.175+05:30
23806,990,825,210,20,6,5,5,5,10.0,57,+1:15.046,5596986,29,5,1:34.327,206.549,2023-08-19T22:50:32.175+05:30
23807,990,807,4,27,7,6,6,6,8.0,57,+1:39.024,5620964,50,9,1:34.667,205.807,2023-08-19T22:50:32.175+05:30
23808,990,4,1,14,13,7,7,7,6.0,56,\N,"",47,4,1:34.168,206.898,2023-08-19T22:50:32.175+05:30
23809,990,838,1,2,14,8,8,8,4.0,56,\N,"",30,16,1:35.131,204.803,2023-08-19T22:50:32.175+05:30
23810,990,828,15,9,17,9,9,9,2.0,56,\N,"",26,15,1:35.093,204.885,2023-08-19T22:50:32.175+05:30
23811,990,839,10,31,8,10,10,10,1.0,56,\N,"",38,12,1:35.043,204.993,2023-08-19T22:50:32.175+05:30
23812,990,832,4,55,10,11,11,11,0.0,56,\N,"",35,18,1:35.535,203.937,2023-08-19T22:50:32.175+05:30
23813,990,844,15,16,19,12,12,12,0.0,56,\N,"",35,14,1:35.075,204.924,2023-08-19T22:50:32.175+05:30
23814,990,154,210,8,16,13,13,13,0.0,56,\N,"",44,10,1:34.689,205.759,2023-08-19T22:50:32.175+05:30
23815,990,840,3,18,20,14,14,14,0.0,56,\N,"",40,13,1:35.058,204.961,2023-08-19T22:50:32.175+05:30
23816,990,845,3,35,18,15,15,15,0.0,56,\N,"",47,3,1:34.053,207.151,2023-08-19T22:50:32.175+05:30
23817,990,815,10,11,12,16,16,16,0.0,56,\N,"",32,17,1:35.266,204.513,2023-08-19T22:50:32.175+05:30
23818,990,843,5,28,11,17,17,17,0.0,56,\N,"",42,8,1:34.563,206.034,2023-08-19T22:50:32.175+05:30
23819,990,8,6,7,2,"",R,18,0.0,35,\N,"",22,6,1:34.337,206.527,2023-08-19T22:50:32.175+05:30
23820,990,830,9,33,15,"",R,19,0.0,3,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23821,990,817,9,3,4,"",R,20,0.0,1,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23822,991,817,9,3,6,1,1,1,25.0,56,1:35:36.380,5736380,55,1,1:35.785,204.871,2023-08-19T22:50:32.175+05:30
23823,991,822,131,77,3,2,2,2,18.0,56,+8.894,5745274,50,6,1:36.987,202.332,2023-08-19T22:50:32.175+05:30
23824,991,8,6,7,2,3,3,3,15.0,56,+9.637,5746017,48,3,1:36.456,203.446,2023-08-19T22:50:32.175+05:30
23825,991,1,131,44,4,4,4,4,12.0,56,+16.985,5753365,20,4,1:36.878,202.559,2023-08-19T22:50:32.175+05:30
23826,991,830,9,33,5,5,5,5,10.0,56,+20.436,5756816,50,2,1:36.206,203.974,2023-08-19T22:50:32.175+05:30
23827,991,807,4,27,7,6,6,6,8.0,56,+21.052,5757432,56,5,1:36.881,202.553,2023-08-19T22:50:32.175+05:30
23828,991,4,1,14,13,7,7,7,6.0,56,+30.639,5767019,56,7,1:37.234,201.818,2023-08-19T22:50:32.175+05:30
23829,991,20,6,5,1,8,8,8,4.0,56,+35.286,5771666,24,9,1:37.479,201.311,2023-08-19T22:50:32.175+05:30
23830,991,832,4,55,9,9,9,9,2.0,56,+35.763,5772143,54,11,1:37.754,200.744,2023-08-19T22:50:32.175+05:30
23831,991,825,210,20,11,10,10,10,1.0,56,+39.594,5775974,54,14,1:38.152,199.93,2023-08-19T22:50:32.175+05:30
23832,991,839,10,31,12,11,11,11,0.0,56,+44.050,5780430,47,12,1:37.985,200.271,2023-08-19T22:50:32.175+05:30
23833,991,815,10,11,8,12,12,12,0.0,56,+44.725,5781105,54,10,1:37.673,200.911,2023-08-19T22:50:32.175+05:30
23834,991,838,1,2,14,13,13,13,0.0,56,+49.373,5785753,54,13,1:38.137,199.961,2023-08-19T22:50:32.175+05:30
23835,991,840,3,18,18,14,14,14,0.0,56,+55.490,5791870,54,17,1:38.500,199.224,2023-08-19T22:50:32.175+05:30
23836,991,845,3,35,16,15,15,15,0.0,56,+58.241,5794621,47,18,1:38.624,198.973,2023-08-19T22:50:32.175+05:30
23837,991,828,15,9,20,16,16,16,0.0,56,+1:02.604,5798984,52,16,1:38.386,199.455,2023-08-19T22:50:32.175+05:30
23838,991,154,210,8,10,17,17,17,0.0,56,+1:05.296,5801676,51,8,1:37.410,201.453,2023-08-19T22:50:32.175+05:30
23839,991,842,5,10,17,18,18,18,0.0,56,+1:06.330,5802710,54,15,1:38.367,199.493,2023-08-19T22:50:32.175+05:30
23840,991,844,15,16,19,19,19,19,0.0,56,+1:22.575,5818955,23,19,1:38.808,198.603,2023-08-19T22:50:32.175+05:30
23841,991,843,5,28,15,20,20,20,0.0,51,\N,"",50,20,1:39.376,197.468,2023-08-19T22:50:32.175+05:30
23842,992,1,131,44,2,1,1,1,25.0,51,1:43:44.291,6224291,35,2,1:45.412,205.012,2023-08-19T22:50:32.175+05:30
23843,992,8,6,7,6,2,2,2,18.0,51,+2.460,6226751,50,7,1:46.523,202.874,2023-08-19T22:50:32.175+05:30
23844,992,815,10,11,8,3,3,3,15.0,51,+4.024,6228315,51,6,1:46.206,203.48,2023-08-19T22:50:32.175+05:30
23845,992,20,6,5,1,4,4,4,12.0,51,+5.329,6229620,38,4,1:45.530,204.783,2023-08-19T22:50:32.175+05:30
23846,992,832,4,55,9,5,5,5,10.0,51,+7.515,6231806,50,9,1:46.856,202.242,2023-08-19T22:50:32.175+05:30
23847,992,844,15,16,13,6,6,6,8.0,51,+9.158,6233449,31,11,1:47.403,201.212,2023-08-19T22:50:32.175+05:30
23848,992,4,1,14,12,7,7,7,6.0,51,+10.931,6235222,32,12,1:47.449,201.126,2023-08-19T22:50:32.175+05:30
23849,992,840,3,18,10,8,8,8,4.0,51,+12.546,6236837,50,8,1:46.815,202.319,2023-08-19T22:50:32.175+05:30
23850,992,838,1,2,16,9,9,9,2.0,51,+14.152,6238443,50,13,1:47.666,200.72,2023-08-19T22:50:32.175+05:30
23851,992,843,5,28,19,10,10,10,1.0,51,+18.030,6242321,51,17,1:48.288,199.567,2023-08-19T22:50:32.175+05:30
23852,992,828,15,9,18,11,11,11,0.0,51,+18.512,6242803,51,14,1:47.925,200.239,2023-08-19T22:50:32.175+05:30
23853,992,842,5,10,17,12,12,12,0.0,51,+24.720,6249011,38,15,1:48.035,200.035,2023-08-19T22:50:32.175+05:30
23854,992,825,210,20,15,13,13,13,0.0,51,+40.663,6264954,35,16,1:48.155,199.813,2023-08-19T22:50:32.175+05:30
23855,992,822,131,77,3,"",R,14,0.0,48,\N,"",37,1,1:45.149,205.525,2023-08-19T22:50:32.175+05:30
23856,992,154,210,8,20,"",R,15,0.0,42,\N,"",34,10,1:46.880,202.196,2023-08-19T22:50:32.175+05:30
23857,992,830,9,33,5,"",R,16,0.0,39,\N,"",31,5,1:45.771,204.316,2023-08-19T22:50:32.175+05:30
23858,992,817,9,3,4,"",R,17,0.0,39,\N,"",34,3,1:45.419,204.999,2023-08-19T22:50:32.175+05:30
23859,992,807,4,27,14,"",R,18,0.0,10,\N,"",10,18,1:48.867,198.506,2023-08-19T22:50:32.175+05:30
23860,992,839,10,31,7,"",R,19,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23861,992,845,3,35,11,"",R,20,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23862,993,1,131,44,1,1,1,1,25.0,66,1:35:29.972,5729972,64,3,1:19.133,211.77,2023-08-19T22:50:32.175+05:30
23863,993,822,131,77,2,2,2,2,18.0,66,+20.593,5750565,56,5,1:19.478,210.85,2023-08-19T22:50:32.175+05:30
23864,993,830,9,33,5,3,3,3,15.0,66,+26.873,5756845,62,4,1:19.422,210.999,2023-08-19T22:50:32.175+05:30
23865,993,20,6,5,3,4,4,4,12.0,66,+27.584,5757556,61,2,1:19.128,211.783,2023-08-19T22:50:32.175+05:30
23866,993,817,9,3,6,5,5,5,10.0,66,+50.058,5780030,61,1,1:18.441,213.638,2023-08-19T22:50:32.175+05:30
23867,993,825,210,20,7,6,6,6,8.0,65,\N,"",64,6,1:20.246,208.832,2023-08-19T22:50:32.175+05:30
23868,993,832,4,55,9,7,7,7,6.0,65,\N,"",61,9,1:21.324,206.064,2023-08-19T22:50:32.175+05:30
23869,993,4,1,14,8,8,8,8,4.0,65,\N,"",64,7,1:20.727,207.588,2023-08-19T22:50:32.175+05:30
23870,993,815,10,11,15,9,9,9,2.0,64,\N,"",43,8,1:21.128,206.562,2023-08-19T22:50:32.175+05:30
23871,993,844,15,16,14,10,10,10,1.0,64,\N,"",51,14,1:22.122,204.062,2023-08-19T22:50:32.175+05:30
23872,993,840,3,18,18,11,11,11,0.0,64,\N,"",60,12,1:22.095,204.129,2023-08-19T22:50:32.175+05:30
23873,993,843,5,28,20,12,12,12,0.0,64,\N,"",63,10,1:21.439,205.773,2023-08-19T22:50:32.175+05:30
23874,993,828,15,9,17,13,13,13,0.0,64,\N,"",50,15,1:22.487,203.159,2023-08-19T22:50:32.175+05:30
23875,993,845,3,35,19,14,14,14,0.0,63,\N,"",57,17,1:22.680,202.685,2023-08-19T22:50:32.175+05:30
23876,993,838,1,2,11,"",R,15,0.0,45,\N,"",38,16,1:22.594,202.896,2023-08-19T22:50:32.175+05:30
23877,993,839,10,31,13,"",R,16,0.0,38,\N,"",36,13,1:22.117,204.074,2023-08-19T22:50:32.175+05:30
23878,993,8,6,7,4,"",R,17,0.0,25,\N,"",23,11,1:21.531,205.541,2023-08-19T22:50:32.175+05:30
23879,993,154,210,8,10,"",R,18,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23880,993,842,5,10,12,"",R,19,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23881,993,807,4,27,16,"",R,20,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
23882,994,817,9,3,1,1,1,1,25.0,78,1:42:54.807,6174807,13,5,1:15.562,158.984,2023-08-19T22:50:32.175+05:30
23883,994,20,6,5,2,2,2,2,18.0,78,+7.336,6182143,14,7,1:16.065,157.933,2023-08-19T22:50:32.175+05:30
23884,994,1,131,44,3,3,3,3,15.0,78,+17.013,6191820,15,8,1:16.270,157.508,2023-08-19T22:50:32.175+05:30
23885,994,8,6,7,4,4,4,4,12.0,78,+18.127,6192934,13,10,1:16.392,157.257,2023-08-19T22:50:32.175+05:30
23886,994,822,131,77,5,5,5,5,10.0,78,+18.822,6193629,21,9,1:16.312,157.422,2023-08-19T22:50:32.175+05:30
23887,994,839,10,31,6,6,6,6,8.0,78,+23.667,6198474,63,14,1:17.027,155.96,2023-08-19T22:50:32.175+05:30
