result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,race_time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,race_year,race_name,race_date,circuit_location,driver_ref,driver_number,code,driver_name,dob,driver_nationality,constructor_ref,team,nationality,ingestion_date,created_date
17887,740,403,6,4,1,1,1,1,9.0,30,2:03:03.8,7383800,"","",\N,"",1961,Belgian Grand Prix,"",Spa,phil_hill,"",\N,Phil Hill,1927-04-20,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17943,741,484,101,54,0,"",W,31,0.0,0,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,naylor,"",\N,Brian Naylor,1923-03-24,British,jbw,JBW,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17942,741,482,99,46,0,"",W,30,0.0,0,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,gendebien,"",\N,Olivier Gendebien,1924-01-12,Belgian,emeryson,Emeryson,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17941,741,478,95,14,0,"",W,29,0.0,0,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,herrmann,"",\N,Hans Herrmann,1928-02-23,German,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17940,741,485,172,"",0,"",W,28,0.0,0,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,bordeu,"",\N,Juan Manuel Bordeu,1934-01-28,Argentine,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17939,741,455,172,46,0,"",W,27,0.0,0,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,seidel,"",\N,Wolfgang Seidel,1926-07-04,German,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17938,741,453,170,44,18,"",R,26,0.0,4,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,lewis,"",\N,Jackie Lewis,1936-11-01,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17937,741,479,66,24,11,"",R,25,0.0,4,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,brooks,"",\N,Tony Brooks,1932-02-25,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17936,741,341,170,40,7,"",R,24,0.0,4,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,surtees,"",\N,John Surtees,1934-02-11,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17935,741,428,170,52,21,"",R,23,0.0,6,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,collomb,"",\N,Bernard Collomb,1930-10-07,French,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17934,741,356,170,2,14,"",R,22,0.0,14,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,jack_brabham,"",\N,Jack Brabham,1926-04-02,Australian,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17933,741,483,174,34,26,"",R,21,0.0,15,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,scarlatti,"",\N,Giorgio Scarlatti,1921-10-02,Italian,de_tomaso-osca,De Tomaso-Osca,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17932,741,476,6,20,2,"",R,20,0.0,18,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,trips,"",\N,Wolfgang von Trips,1928-05-04,German,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17931,741,376,172,28,19,"",R,19,0.0,21,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,bianchi,"",BIA,Lucien Bianchi,1934-11-10,Belgian,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17930,741,430,95,14,17,"",R,18,0.0,23,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,beaufort,"",\N,Carel Godin de Beaufort,1934-04-10,Dutch,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17929,741,435,172,48,20,"",R,17,0.0,27,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,mairesse,"",\N,Willy Mairesse,1928-10-01,Belgian,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17928,741,475,172,26,4,"",R,16,0.0,31,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,moss,"",\N,Stirling Moss,1929-09-17,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17927,741,386,6,18,3,15,15,15,0.0,40,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,ginther,"",\N,Richie Ginther,1930-08-05,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17926,741,437,172,38,24,14,14,14,0.0,42,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,burgess,"",\N,Ian Burgess,1930-07-06,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17925,741,427,167,32,23,13,13,13,0.0,42,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,cooper-maserati,Cooper-Maserati,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17924,741,418,170,36,16,12,12,12,0.0,43,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,gregory,"",\N,Masten Gregory,1932-02-29,American,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17923,741,480,172,46,22,11,11,11,0.0,48,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,may,"",\N,Michael May,1934-08-18,Swiss,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17922,741,481,172,30,25,10,10,10,0.0,49,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,henry_taylor,"",\N,Henry Taylor,1932-12-16,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17921,741,403,6,16,1,9,9,9,0.0,50,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,phil_hill,"",\N,Phil Hill,1927-04-20,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17920,741,456,170,42,15,8,8,8,0.0,51,\N,"","","",\N,"",1961,French Grand Prix,"",Reims,salvadori,"",\N,Roy Salvadori,1922-05-12,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17919,741,347,95,10,13,7,7,7,0.0,52,+3:15.4,8252900,"","",\N,"",1961,French Grand Prix,"",Reims,bonnier,"",\N,Jo Bonnier,1930-01-31,Swedish,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17918,741,289,66,22,6,6,6,6,1.0,52,+1:41.9,8159400,"","",\N,"",1961,French Grand Prix,"",Reims,hill,"",\N,Graham Hill,1929-02-15,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17917,741,360,170,4,8,5,5,5,2.0,52,+1:41.8,8159300,"","",\N,"",1961,French Grand Prix,"",Reims,mclaren,"",\N,Bruce McLaren,1937-08-30,New Zealander,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17916,741,404,172,6,10,4,4,4,3.0,52,+1:10.3,8127800,"","",\N,"",1961,French Grand Prix,"",Reims,ireland,"",\N,Innes Ireland,1930-06-12,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17915,741,373,172,8,9,3,3,3,4.0,52,+1:01.0,8118500,"","",\N,"",1961,French Grand Prix,"",Reims,clark,"",\N,Jim Clark,1936-03-04,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17914,741,364,95,12,5,2,2,2,6.0,52,+0.1,8057600,"","",\N,"",1961,French Grand Prix,"",Reims,gurney,"",\N,Dan Gurney,1931-04-13,American,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17913,741,394,6,50,12,1,1,1,9.0,52,2:14:17.5,8057500,"","",\N,"",1961,French Grand Prix,"",Reims,baghetti,"",\N,Giancarlo Baghetti,1934-12-25,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20299,742,486,102,26,20,"",D,19,0.0,56,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,fairman,"",\N,Jack Fairman,1913-03-15,British,ferguson,Ferguson,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17974,742,482,99,24,0,"",W,31,0.0,0,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,gendebien,"",\N,Olivier Gendebien,1924-01-12,Belgian,emeryson,Emeryson,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17973,742,487,167,62,28,"",R,30,0.0,0,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,natili,"",\N,Massimo Natili,1935-07-28,Italian,cooper-maserati,Cooper-Maserati,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17972,742,481,172,30,17,"",R,29,0.0,5,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,henry_taylor,"",\N,Henry Taylor,1932-12-16,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17971,742,460,172,40,26,"",R,28,0.0,7,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,ashmore,"",\N,Gerry Ashmore,1936-07-25,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17970,742,453,170,46,15,"",R,27,0.0,7,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,lewis,"",\N,Jackie Lewis,1936-11-01,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17969,742,441,172,38,29,"",R,26,0.0,12,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,parnell,"",\N,Tim Parnell,1932-06-25,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17968,742,341,170,34,10,"",R,25,0.0,23,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,surtees,"",\N,John Surtees,1934-02-11,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17967,742,459,172,48,27,"",R,24,0.0,25,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,marsh,"",\N,Tony Marsh,1931-07-20,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17966,742,394,6,58,19,"",R,23,0.0,27,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,baghetti,"",\N,Giancarlo Baghetti,1934-12-25,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17965,742,289,66,20,11,"",R,22,0.0,43,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,hill,"",\N,Graham Hill,1929-02-15,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17964,742,475,172,28,5,"",R,21,0.0,44,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,moss,"",\N,Stirling Moss,1929-09-17,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17963,742,376,172,32,30,"",R,20,0.0,45,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,bianchi,"",BIA,Lucien Bianchi,1934-11-10,Belgian,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17962,742,475,102,26,20,"",D,19,0.0,56,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,moss,"",\N,Stirling Moss,1929-09-17,British,ferguson,Ferguson,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17961,742,373,172,18,8,"",R,18,0.0,62,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,clark,"",\N,Jim Clark,1936-03-04,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17960,742,455,172,52,22,17,17,17,0.0,58,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,seidel,"",\N,Wolfgang Seidel,1926-07-04,German,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17959,742,430,95,56,18,16,16,16,0.0,69,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,beaufort,"",\N,Carel Godin de Beaufort,1934-04-10,Dutch,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17958,742,465,97,54,26,15,15,15,0.0,69,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,greene,"",\N,Keith Greene,1938-01-05,British,gilby,Gilby,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17957,742,437,172,44,25,14,14,14,0.0,69,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,burgess,"",\N,Ian Burgess,1930-07-06,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17956,742,408,172,50,24,13,13,13,0.0,69,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,maggs,"",\N,Tony Maggs,1937-02-09,South African,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17955,742,385,167,60,21,12,12,12,0.0,71,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,bandini,"",\N,Lorenzo Bandini,1935-12-21,Italian,cooper-maserati,Cooper-Maserati,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17954,742,418,170,42,16,11,11,11,0.0,71,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,gregory,"",\N,Masten Gregory,1932-02-29,American,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17953,742,404,172,16,7,10,10,10,0.0,72,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,ireland,"",\N,Innes Ireland,1930-06-12,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17952,742,479,66,22,6,9,9,9,0.0,73,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,brooks,"",\N,Tony Brooks,1932-02-25,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17951,742,360,170,14,14,8,8,8,0.0,74,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,mclaren,"",\N,Bruce McLaren,1937-08-30,New Zealander,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17950,742,364,95,10,12,7,7,7,0.0,74,\N,"","","",\N,"",1961,British Grand Prix,"",Liverpool,gurney,"",\N,Dan Gurney,1931-04-13,American,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17949,742,456,170,36,13,6,6,6,1.0,75,+1:26.2,9739800,"","",\N,"",1961,British Grand Prix,"",Liverpool,salvadori,"",\N,Roy Salvadori,1922-05-12,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17948,742,347,95,8,3,5,5,5,2.0,75,+1:16.2,9729800,"","",\N,"",1961,British Grand Prix,"",Liverpool,bonnier,"",\N,Jo Bonnier,1930-01-31,Swedish,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17947,742,356,170,12,9,4,4,4,3.0,75,+1:08.6,9722200,"","",\N,"",1961,British Grand Prix,"",Liverpool,jack_brabham,"",\N,Jack Brabham,1926-04-02,Australian,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17946,742,386,6,6,2,3,3,3,4.0,75,+46.8,9700400,"","",\N,"",1961,British Grand Prix,"",Liverpool,ginther,"",\N,Richie Ginther,1930-08-05,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17945,742,403,6,2,1,2,2,2,6.0,75,+46.0,9699600,"","",\N,"",1961,British Grand Prix,"",Liverpool,phil_hill,"",\N,Phil Hill,1927-04-20,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17944,742,476,6,4,4,1,1,1,9.0,75,2:40:53.6,9653600,"","",\N,"",1961,British Grand Prix,"",Liverpool,trips,"",\N,Wolfgang von Trips,1928-05-04,German,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18007,743,436,170,39,0,"",W,33,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,campbell-jones,"",\N,John Campbell-Jones,1930-01-21,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18006,743,490,170,35,0,"",W,32,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,duke,"",\N,Geoff Duke,1923-03-29,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18005,743,489,170,34,0,"",W,31,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,pirocchi,"",\N,Renato Pirocchi,1933-03-26,Italian,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18004,743,488,103,29,0,"",W,30,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,monteverdi,"",\N,Peter Monteverdi,1934-06-07,Swiss,mbm,MBM,Swiss,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18003,743,480,172,25,0,"",W,29,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,may,"",\N,Michael May,1934-08-18,Swiss,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18002,743,418,170,12,0,"",W,28,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,gregory,"",\N,Masten Gregory,1932-02-29,American,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18001,743,431,95,10,0,"",W,27,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,barth,"",\N,Edgar Barth,1917-01-26,German,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18000,743,356,170,1,2,"",R,26,0.0,0,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,jack_brabham,"",\N,Jack Brabham,1926-04-02,Australian,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17999,743,404,172,15,6,"",R,25,0.0,1,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,ireland,"",\N,Innes Ireland,1930-06-12,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17998,743,289,66,17,16,"",R,24,0.0,1,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,hill,"",\N,Graham Hill,1929-02-15,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17997,743,455,172,26,23,"",R,23,0.0,3,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,seidel,"",\N,Wolfgang Seidel,1926-07-04,German,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17996,743,347,95,8,4,"",R,22,0.0,5,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,bonnier,"",\N,Jo Bonnier,1930-01-31,Swedish,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17995,743,479,66,16,9,"",R,21,0.0,6,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,brooks,"",\N,Tony Brooks,1932-02-25,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17994,743,385,167,32,19,"",R,20,0.0,10,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,bandini,"",\N,Lorenzo Bandini,1935-12-21,Italian,cooper-maserati,Cooper-Maserati,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17993,743,428,170,38,26,"",N,19,0.0,11,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,collomb,"",\N,Bernard Collomb,1930-10-07,French,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17992,743,427,167,20,21,"",R,18,0.0,12,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,cooper-maserati,Cooper-Maserati,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17991,743,435,6,6,13,"",R,17,0.0,13,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,mairesse,"",\N,Willy Mairesse,1928-10-01,Belgian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17990,743,460,172,27,25,16,16,16,0.0,13,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,ashmore,"",\N,Gerry Ashmore,1936-07-25,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17989,743,459,172,37,20,15,15,15,0.0,13,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,marsh,"",\N,Tony Marsh,1931-07-20,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17988,743,430,95,31,17,14,14,14,0.0,14,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,beaufort,"",\N,Carel Godin de Beaufort,1934-04-10,Dutch,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17987,743,478,95,11,11,13,13,13,0.0,14,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,herrmann,"",\N,Hans Herrmann,1928-02-23,German,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17986,743,437,170,30,24,12,12,12,0.0,14,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,burgess,"",\N,Ian Burgess,1930-07-06,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17985,743,408,172,33,22,11,11,11,0.0,14,\N,"","","",\N,"",1961,German Grand Prix,"",Nürburg,maggs,"",\N,Tony Maggs,1937-02-09,South African,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17984,743,456,170,19,15,10,10,10,0.0,15,+12:11.5,9023900,"","",\N,"",1961,German Grand Prix,"",Nürburg,salvadori,"",\N,Roy Salvadori,1922-05-12,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17983,743,453,170,28,18,9,9,9,0.0,15,+5:23.7,8616100,"","",\N,"",1961,German Grand Prix,"",Nürburg,lewis,"",\N,Jackie Lewis,1936-11-01,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17982,743,386,6,5,14,8,8,8,0.0,15,+5:23.1,8615500,"","",\N,"",1961,German Grand Prix,"",Nürburg,ginther,"",\N,Richie Ginther,1930-08-05,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17981,743,364,95,9,7,7,7,7,0.0,15,+3:23.1,8495500,"","",\N,"",1961,German Grand Prix,"",Nürburg,gurney,"",\N,Dan Gurney,1931-04-13,American,porsche,Porsche,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17980,743,360,170,2,12,6,6,6,1.0,15,+2:41.4,8453800,"","",\N,"",1961,German Grand Prix,"",Nürburg,mclaren,"",\N,Bruce McLaren,1937-08-30,New Zealander,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17979,743,341,170,18,10,5,5,5,2.0,15,+1:53.1,8405500,"","",\N,"",1961,German Grand Prix,"",Nürburg,surtees,"",\N,John Surtees,1934-02-11,British,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17978,743,373,172,14,8,4,4,4,3.0,15,+1:17.1,8369500,"","",\N,"",1961,German Grand Prix,"",Nürburg,clark,"",\N,Jim Clark,1936-03-04,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17977,743,403,6,4,1,3,3,3,4.0,15,+22.5,8314900,"","",\N,"",1961,German Grand Prix,"",Nürburg,phil_hill,"",\N,Phil Hill,1927-04-20,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17976,743,476,6,3,5,2,2,2,6.0,15,+21.4,8313800,"","",\N,"",1961,German Grand Prix,"",Nürburg,trips,"",\N,Wolfgang von Trips,1928-05-04,German,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
17975,743,475,172,7,3,1,1,1,9.0,15,2:18:12.4,8292400,"","",\N,"",1961,German Grand Prix,"",Nürburg,moss,"",\N,Stirling Moss,1929-09-17,British,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18046,744,480,172,70,0,"",W,39,0.0,0,\N,"","","",\N,"",1961,Italian Grand Prix,"",Monza,may,"",\N,Michael May,1934-08-18,Swiss,lotus-climax,Lotus-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18045,744,492,170,66,0,"",W,38,0.0,0,\N,"","","",\N,"",1961,Italian Grand Prix,"",Monza,boffa,"",\N,Menato Boffa,1930-01-04,Italian,cooper-climax,Cooper-Climax,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
